id_cliente,horas_consumo_mensual,gasto_mensual,cantidad_contenidos_vistos,sesiones_semana,porcentaje_finalizacion,tiempo_promedio_sesion_min,cantidad_generos_consumidos,porcentaje_uso_promociones,antiguedad_cliente_meses,edad,dispositivos_registrados,porcentaje_uso_app_movil,cantidad_perfiles_creados,interacciones_mensuales_soporte,distancia_promedio_red_km,plan_streaming,satisfaccion_usuario,reclamos_ultimos_3_meses,dispositivo_principal,plan_streaming_codigo,dispositivo_principal_codigo
1208,34,51,16,4,24,39,4,0.3237116987110559,11,18.0,3,0.45,1,4.0,14.4,Familiar,64,1,Notebook,4,3
1209,24,197,32,6,74,66,7,0.3703364980349504,61,46.0,2,0.69,4,0.0,2.5,Basico,71,4,Tablet,1,4
1210,36,244,58,13,88,134,9,0.2364360097896882,65,62.0,1,0.2,3,6.0,62.5,Estandar,78,2,Consola,2,5
1211,36,97,6,1,41,43,1,0.2476516213933919,8,66.0,3,0.67,3,7.0,49.2,Premium,85,0,Smart TV,3,1
1212,54,65,3,0,17,74,1,0.5702934700373882,13,52.0,5,0.55,2,4.0,56.3,Familiar,92,3,Celular,4,2
1213,19,89,5,3,36,36,1,0.3626884619001109,8,57.0,3,0.47,2,1.0,67.2,Basico,99,1,Notebook,1,3
1214,32,186,73,16,42,145,8,0.1209355503146033,63,31.0,2,0.96,1,4.0,64.4,Estandar,61,4,Tablet,2,4
1215,19,110,3,1,32,34,4,0.2360854055604711,12,52.0,4,0.57,3,5.0,76.9,Premium,68,2,Consola,3,5
1216,40,155,24,17,68,90,9,0.1803734754636226,35,65.0,3,0.3,2,3.0,43.3,Familiar,75,0,Smart TV,4,1
1217,24,277,76,20,51,76,6,0.4924945497377215,22,62.0,4,0.51,4,1.0,39.6,Basico,82,3,Celular,1,2
1218,33,59,13,6,37,9,4,0.7562005807545773,12,37.0,5,0.93,2,5.0,32.7,Estandar,89,1,Notebook,2,3
1219,18,59,6,5,27,76,3,0.7188117152201243,21,66.0,3,0.26,2,5.0,13.1,Premium,96,4,Tablet,3,4
1220,45,287,29,2,98,261,8,0.0606256711890657,89,30.0,1,0.29,3,5.0,46.2,Familiar,58,2,Consola,4,5
1221,19,114,2,2,66,77,1,0.3833145863948142,20,55.0,4,0.11,3,0.0,22.9,Basico,65,0,Smart TV,1,1
1222,40,55,4,1,64,10,3,0.6717655740542567,15,66.0,5,0.11,5,5.0,73.8,Estandar,72,3,Celular,2,2
1223,36,179,56,24,81,71,9,0.2588715109716844,57,63.0,1,0.85,4,0.0,47.1,Premium,79,1,Notebook,3,3
1224,35,74,3,5,33,34,2,0.6835552400705728,16,66.0,1,0.76,3,5.0,47.8,Familiar,86,4,Tablet,4,4
1225,21,299,33,13,54,80,5,0.1694098059946034,21,25.0,1,0.42,1,2.0,29.0,Basico,93,2,Consola,1,5
1226,17,139,37,14,64,125,3,0.2917417760551407,52,60.0,1,0.73,4,7.0,5.1,Estandar,55,0,Smart TV,2,1
1227,60,519,10,6,83,244,8,0.1005132152926884,80,37.0,3,0.46,4,1.0,3.5,Premium,62,3,Celular,3,2
1228,23,54,13,4,43,12,1,0.2154871441696922,25,50.0,3,0.96,3,2.0,34.4,Familiar,69,1,Notebook,4,3
1229,44,317,22,4,87,179,10,6.650122409788129e-05,82,43.0,3,0.97,4,5.0,7.7,Basico,76,4,Tablet,1,4
1230,19,89,19,6,60,9,3,0.3150694733551163,25,56.0,5,0.45,3,1.0,48.9,Estandar,83,2,Consola,2,5
1231,31,516,27,8,84,202,13,0.0284498737374392,48,38.0,5,0.87,2,1.0,70.6,Premium,90,0,Smart TV,3,1
1232,45,91,14,2,16,84,4,0.2373750788780376,4,66.0,5,0.8,5,6.0,70.8,Familiar,97,3,Celular,4,2
1233,21,69,17,4,48,56,1,0.5743375017749832,28,59.0,2,0.38,2,3.0,53.1,Basico,59,1,Notebook,1,3
1234,54,92,3,6,36,18,3,0.6401686283368413,22,60.0,5,0.31,3,2.0,17.7,Estandar,66,4,Tablet,2,4
1235,19,249,46,10,54,80,4,0.3723899308952978,58,58.0,3,0.51,3,3.0,69.2,Premium,73,2,Consola,3,5
1236,22,94,13,4,35,89,1,0.6809222671297939,13,26.0,3,0.8,2,1.0,71.0,Familiar,80,0,Smart TV,4,1
1237,18,258,40,24,94,176,4,0.1508799050749798,53,41.0,2,0.96,1,0.0,16.5,Basico,87,3,Celular,1,2
1238,34,231,79,22,79,158,3,0.3456325244738945,48,54.0,2,0.79,1,1.0,59.3,Estandar,94,1,Notebook,2,3
1239,38,71,13,0,50,68,1,0.5952152877244662,9,66.0,5,0.87,1,3.0,23.6,Premium,56,4,Tablet,3,4
1240,15,249,79,20,68,156,4,0.4721275539351295,59,58.0,4,0.64,3,2.0,64.4,Familiar,63,2,Consola,4,5
1241,50,533,20,7,71,127,10,0.1273339364334414,54,34.0,2,0.85,4,5.0,79.8,Basico,70,0,Smart TV,1,1
1242,46,592,33,3,74,279,5,0.0886546174887236,47,41.0,1,0.81,3,6.0,3.4,Estandar,77,3,Celular,2,2
1243,42,449,34,7,80,248,7,0.0142513455530517,63,38.0,3,0.44,4,6.0,71.9,Premium,84,1,Notebook,3,3
1244,34,34,8,1,40,15,4,0.6647921187087091,7,68.0,1,0.6,2,6.0,50.2,Familiar,91,4,Tablet,4,4
1245,33,147,70,15,44,64,8,0.432213782561936,27,56.0,3,0.82,5,5.0,77.9,Basico,98,2,Consola,1,5
1246,39,287,24,1,77,223,13,0.1951981699197585,54,58.0,3,0.14,4,6.0,37.7,Estandar,60,0,Smart TV,2,1
1247,20,78,4,5,13,82,1,0.5863425521246785,26,56.0,2,0.83,1,2.0,67.9,Premium,67,3,Celular,3,2
1248,39,398,13,8,71,237,9,0.1840594362438815,55,30.0,2,0.26,3,5.0,5.9,Familiar,74,1,Notebook,4,3
1249,61,537,37,2,80,129,5,0.1856167280652099,94,28.0,1,0.56,2,6.0,27.5,Basico,81,4,Tablet,1,4
1250,38,402,17,9,87,141,8,0.0481385423665009,60,63.0,3,0.83,1,5.0,6.3,Estandar,88,2,Consola,2,5
1251,26,151,70,18,88,179,7,0.214362715695664,51,36.0,1,0.33,2,3.0,78.1,Premium,95,0,Smart TV,3,1
1252,47,68,17,3,50,51,2,0.5816424582378952,21,28.0,4,0.32,5,7.0,65.5,Familiar,57,3,Celular,4,2
1253,37,551,17,7,92,205,10,0.1969339479049016,61,30.0,1,0.46,3,7.0,68.4,Basico,64,1,Notebook,1,3
1254,42,148,32,22,41,88,7,0.3903919639941182,46,63.0,5,0.91,3,2.0,75.1,Estandar,71,4,Tablet,2,4
1255,32,214,34,23,62,147,6,0.3931206179065002,62,62.0,1,0.1,5,4.0,7.7,Premium,78,2,Consola,3,5
1256,54,90,1,7,12,67,2,0.5390131957154097,29,18.0,5,0.91,3,0.0,31.5,Familiar,85,0,Smart TV,4,1
1257,59,544,21,9,74,230,12,0.0923114948839579,55,57.0,5,0.24,4,6.0,6.6,Basico,92,3,Celular,1,2
1258,25,30,12,4,12,69,4,0.2595068597523295,10,61.0,5,0.99,2,0.0,17.7,Estandar,99,1,Notebook,2,3
1259,51,118,10,4,55,31,2,0.4132307412114437,13,36.0,4,0.96,1,5.0,19.1,Premium,61,4,Tablet,3,4
1260,23,283,41,14,65,117,8,0.4330721877388173,33,29.0,1,0.55,5,0.0,38.1,Familiar,68,2,Consola,4,5
1261,31,63,11,7,60,74,4,0.5012301280930683,26,25.0,1,0.56,4,2.0,22.2,Basico,75,0,Smart TV,1,1
1262,33,360,38,4,89,257,12,0.0434418195382421,65,25.0,4,0.53,1,2.0,9.0,Estandar,82,3,Celular,2,2
1263,19,173,59,11,60,133,8,0.1667540471419483,64,62.0,3,0.67,1,1.0,14.2,Premium,89,1,Notebook,3,3
1264,37,46,7,3,38,18,3,0.238912156689781,16,29.0,2,0.18,5,7.0,12.6,Familiar,96,4,Tablet,4,4
1265,33,503,33,2,99,201,7,0.0539641440256428,99,65.0,1,0.13,4,6.0,77.9,Basico,58,2,Consola,1,5
1266,36,78,14,2,31,28,1,0.6475551252882048,26,50.0,2,0.15,1,1.0,61.0,Estandar,65,0,Smart TV,2,1
1267,48,93,19,7,54,59,1,0.4604116197043252,18,62.0,4,0.5,1,0.0,77.5,Premium,72,3,Celular,3,2
1268,45,76,11,0,69,49,1,0.4527488319764432,4,43.0,3,0.35,4,4.0,35.7,Familiar,79,1,Notebook,4,3
1269,37,76,15,5,56,82,4,0.4302997711598264,9,56.0,3,0.66,3,1.0,23.0,Basico,86,4,Tablet,1,4
1270,40,263,24,24,49,109,5,0.1104786834128259,68,45.0,3,0.99,1,1.0,64.1,Estandar,93,2,Consola,2,5
1271,59,503,31,6,86,228,7,0.1881358490230681,81,22.0,4,0.45,2,2.0,26.8,Premium,55,0,Smart TV,3,1
1272,64,551,35,3,74,212,9,0.0961812001506139,60,25.0,5,0.62,4,4.0,24.7,Familiar,62,3,Celular,4,2
1273,39,441,14,4,75,209,8,0.0099684055565883,78,42.0,5,0.47,1,5.0,19.4,Basico,69,1,Notebook,1,3
1274,64,378,33,9,73,189,13,0.0317816335338707,99,44.0,2,0.86,5,0.0,11.2,Estandar,76,4,Tablet,2,4
1275,48,113,4,4,39,28,4,0.2267569450237769,22,63.0,5,0.91,2,1.0,21.3,Premium,83,2,Consola,3,5
1276,45,36,3,6,37,18,4,0.7849007916686672,16,40.0,5,0.89,1,4.0,29.1,Familiar,90,0,Smart TV,4,1
1277,60,355,34,6,81,192,8,0.0067227200366565,59,47.0,3,0.98,2,7.0,54.2,Basico,97,3,Celular,1,2
1278,35,86,4,1,42,11,2,0.7399000074123636,18,62.0,3,0.12,2,6.0,5.9,Estandar,59,1,Notebook,2,3
1279,49,104,15,7,16,25,2,0.6967210251933038,24,64.0,2,0.86,3,4.0,17.6,Premium,66,4,Tablet,3,4
1280,43,562,14,5,87,188,7,0.1450311455102229,76,40.0,1,0.78,2,7.0,64.9,Familiar,73,2,Consola,4,5
1281,53,554,28,3,94,204,13,0.0366030888469454,72,66.0,2,0.31,3,0.0,12.6,Basico,80,0,Smart TV,1,1
1282,32,236,23,14,46,145,9,0.3180422113042799,43,64.0,2,0.96,4,4.0,28.1,Estandar,87,3,Celular,2,2
1283,51,57,11,0,48,53,1,0.5677400965171696,14,37.0,4,0.23,3,7.0,69.3,Premium,94,1,Notebook,3,3
1284,20,217,20,14,60,64,4,0.3656751658021669,21,35.0,4,0.71,5,4.0,13.2,Familiar,56,4,Tablet,4,4
1285,27,45,16,2,48,80,4,0.6721820809505998,6,35.0,2,0.3,1,4.0,7.5,Basico,63,2,Consola,1,5
1286,42,178,29,7,90,122,3,0.1805455128543897,26,19.0,2,0.49,4,6.0,39.3,Estandar,70,0,Smart TV,2,1
1287,38,49,4,5,61,19,4,0.2757522696755681,15,21.0,2,0.75,4,7.0,24.9,Premium,77,3,Celular,3,2
1288,39,43,9,7,67,32,2,0.534788443269584,2,47.0,5,0.61,5,7.0,45.5,Familiar,84,1,Notebook,4,3
1289,39,250,27,16,72,101,6,0.4193376752897313,58,50.0,4,0.48,3,1.0,64.5,Basico,91,4,Tablet,1,4
1290,40,118,18,2,28,73,3,0.317365563826709,12,53.0,2,0.39,1,0.0,11.8,Estandar,98,2,Consola,2,5
1291,24,127,43,13,75,160,7,0.2249396407542054,28,35.0,3,0.86,3,6.0,46.9,Premium,60,0,Smart TV,3,1
1292,29,262,67,18,79,141,4,0.2790411761280867,25,54.0,3,0.23,2,4.0,40.9,Familiar,67,3,Celular,4,2
1293,41,512,25,3,82,122,6,0.0337708413355372,77,36.0,5,0.49,3,4.0,12.4,Basico,74,1,Notebook,1,3
1294,50,30,8,4,41,52,3,0.3878971968903694,6,64.0,5,0.91,4,1.0,50.3,Estandar,81,4,Tablet,2,4
1295,28,138,51,13,51,70,8,0.2278667329762179,20,45.0,1,0.86,1,0.0,22.6,Premium,88,2,Consola,3,5
1296,38,59,13,1,13,32,2,0.7878694747127133,27,57.0,1,0.46,3,2.0,39.5,Familiar,95,0,Smart TV,4,1
1297,56,574,34,3,70,144,8,0.1780516106035604,44,37.0,1,0.79,1,6.0,7.5,Basico,57,3,Celular,1,2
1298,17,128,71,10,89,65,5,0.4038329640458528,30,66.0,5,0.84,1,1.0,37.3,Estandar,64,1,Notebook,2,3
1299,19,76,12,3,18,89,4,0.4965274683501799,3,50.0,5,0.9,2,0.0,25.2,Premium,71,4,Tablet,3,4
1300,26,149,45,20,60,87,4,0.1402549914094133,40,29.0,5,0.59,2,6.0,66.0,Familiar,78,2,Consola,4,5
